source,raw_team,team_clean,canonical_team,notes,elo_team,elo_team_clean
world_football_elo,Malta,malta,Malta,auto_initialized,NA,NA
world_football_elo,Manchukuo,manchukuo,Manchukuo,auto_initialized,NA,NA
world_football_elo,Mapuche,mapuche,Mapuche,auto_initialized,NA,NA
world_football_elo,Marshall Islands,marshall_islands,Marshall Islands,auto_initialized,NA,NA
world_football_elo,Martinique,martinique,Martinique,auto_initialized,NA,NA
world_football_elo,Matabeleland,matabeleland,Matabeleland,auto_initialized,NA,NA
world_football_elo,Maule Sur,maule_sur,Maule Sur,auto_initialized,NA,NA
world_football_elo,Mauritania,mauritania,Mauritania,auto_initialized,NA,NA
world_football_elo,Mauritius,mauritius,Mauritius,auto_initialized,NA,NA
world_football_elo,Mayotte,mayotte,Mayotte,auto_initialized,NA,NA
world_football_elo,Menorca,menorca,Menorca,auto_initialized,NA,NA
world_football_elo,Mexico,mexico,Mexico,auto_initialized,NA,NA
world_football_elo,Micronesia,micronesia,Micronesia,auto_initialized,NA,NA
world_football_elo,Moldova,moldova,Moldova,auto_initialized,NA,NA
world_football_elo,Monaco,monaco,Monaco,auto_initialized,NA,NA
world_football_elo,Mongolia,mongolia,Mongolia,auto_initialized,NA,NA
world_football_elo,Montenegro,montenegro,Montenegro,auto_initialized,NA,NA
world_football_elo,Montserrat,montserrat,Montserrat,auto_initialized,NA,NA
world_football_elo,Morocco,morocco,Morocco,auto_initialized,NA,NA
world_football_elo,Mozambique,mozambique,Mozambique,auto_initialized,NA,NA
world_football_elo,Myanmar,myanmar,Myanmar,auto_initialized,NA,NA
world_football_elo,Namibia,namibia,Namibia,auto_initialized,NA,NA
world_football_elo,Nepal,nepal,Nepal,auto_initialized,NA,NA
world_football_elo,Netherlands,netherlands,Netherlands,auto_initialized,NA,NA
world_football_elo,New Caledonia,new_caledonia,New Caledonia,auto_initialized,NA,NA
world_football_elo,New Zealand,new_zealand,New Zealand,auto_initialized,NA,NA
world_football_elo,Nicaragua,nicaragua,Nicaragua,auto_initialized,NA,NA
world_football_elo,Niger,niger,Niger,auto_initialized,NA,NA
world_football_elo,Nigeria,nigeria,Nigeria,auto_initialized,NA,NA
world_football_elo,Niue,niue,Niue,auto_initialized,NA,NA
world_football_elo,North Korea,north_korea,North Korea,auto_initialized,NA,NA
world_football_elo,North Macedonia,north_macedonia,North Macedonia,auto_initialized,NA,NA
world_football_elo,North Vietnam,north_vietnam,North Vietnam,auto_initialized,NA,NA
world_football_elo,North Yemen,north_yemen,North Yemen,auto_initialized,NA,NA
world_football_elo,Northern Cyprus,northern_cyprus,Northern Cyprus,auto_initialized,NA,NA
world_football_elo,Northern Ireland,northern_ireland,Northern Ireland,auto_initialized,NA,NA
world_football_elo,Northern Mariana Islands,northern_mariana_islands,Northern Mariana Islands,auto_initialized,NA,NA
world_football_elo,Norway,norway,Norway,auto_initialized,NA,NA
world_football_elo,Occitania,occitania,Occitania,auto_initialized,NA,NA
world_football_elo,Oman,oman,Oman,auto_initialized,NA,NA
world_football_elo,Orkney,orkney,Orkney,auto_initialized,NA,NA
world_football_elo,Padania,padania,Padania,auto_initialized,NA,NA
world_football_elo,Pakistan,pakistan,Pakistan,auto_initialized,NA,NA
world_football_elo,Palau,palau,Palau,auto_initialized,NA,NA
world_football_elo,Palestine,palestine,Palestine,auto_initialized,NA,NA
world_football_elo,Panama,panama,Panama,auto_initialized,NA,NA
world_football_elo,Panjab,panjab,Panjab,auto_initialized,NA,NA
world_football_elo,Papua New Guinea,papua_new_guinea,Papua New Guinea,auto_initialized,NA,NA
world_football_elo,Paraguay,paraguay,Paraguay,auto_initialized,NA,NA
world_football_elo,Parishes of Jersey,parishes_of_jersey,Parishes of Jersey,auto_initialized,NA,NA
world_football_elo,Peru,peru,Peru,auto_initialized,NA,NA
world_football_elo,Philippines,philippines,Philippines,auto_initialized,NA,NA
world_football_elo,Poland,poland,Poland,auto_initialized,NA,NA
world_football_elo,Portugal,portugal,Portugal,auto_initialized,NA,NA
world_football_elo,Provence,provence,Provence,auto_initialized,NA,NA
world_football_elo,Puerto Rico,puerto_rico,Puerto Rico,auto_initialized,NA,NA
world_football_elo,Qatar,qatar,Qatar,auto_initialized,NA,NA
world_football_elo,Quebec,quebec,Quebec,auto_initialized,NA,NA
world_football_elo,Réunion,r_union,Réunion,auto_initialized,NA,NA
world_football_elo,Raetia,raetia,Raetia,auto_initialized,NA,NA
world_football_elo,Republic of Ireland,republic_of_ireland,Republic of Ireland,mapped_to_elo:Ireland,Ireland,ireland
world_football_elo,Republic of St. Pauli,republic_of_st_pauli,Republic of St. Pauli,auto_initialized,NA,NA
world_football_elo,Reunion,reunion,Reunion,auto_initialized,NA,NA
world_football_elo,Rhodes,rhodes,Rhodes,auto_initialized,NA,NA
world_football_elo,Romani people,romani_people,Romani people,auto_initialized,NA,NA
world_football_elo,Romania,romania,Romania,auto_initialized,NA,NA
world_football_elo,Russia,russia,Russia,auto_initialized,NA,NA
world_football_elo,Rwanda,rwanda,Rwanda,auto_initialized,NA,NA
world_football_elo,Ryūkyū,ry_ky,Ryūkyū,auto_initialized,NA,NA
world_football_elo,São Tomé and Príncipe,s_o_tom_and_pr_ncipe,São Tomé and Príncipe,auto_initialized,NA,NA
world_football_elo,Sápmi,s_pmi,Sápmi,auto_initialized,NA,NA
world_football_elo,Saar,saar,Saar,auto_initialized,NA,NA
world_football_elo,Saare County,saare_county,Saare County,auto_initialized,NA,NA
world_football_elo,Saarland,saarland,Saarland,auto_initialized,NA,NA
world_football_elo,Saba,saba,Saba,auto_initialized,NA,NA
world_football_elo,Saint Barthélemy,saint_barth_lemy,Saint Barthélemy,auto_initialized,NA,NA
world_football_elo,Saint Barthelemy,saint_barthelemy,Saint Barthelemy,auto_initialized,NA,NA
world_football_elo,Saint Helena,saint_helena,Saint Helena,auto_initialized,NA,NA
world_football_elo,Saint Kitts and Nevis,saint_kitts_and_nevis,Saint Kitts and Nevis,auto_initialized,NA,NA
world_football_elo,Saint Lucia,saint_lucia,Saint Lucia,auto_initialized,NA,NA
world_football_elo,Saint Martin,saint_martin,Saint Martin,auto_initialized,NA,NA
world_football_elo,Saint Pierre and Miquelon,saint_pierre_and_miquelon,Saint Pierre and Miquelon,auto_initialized,NA,NA
world_football_elo,Saint Vincent and the Grenadines,saint_vincent_and_the_grenadines,Saint Vincent and the Grenadines,auto_initialized,NA,NA
world_football_elo,Samoa,samoa,Samoa,auto_initialized,NA,NA
world_football_elo,San Marino,san_marino,San Marino,auto_initialized,NA,NA
world_football_elo,Sao Tome and Principe,sao_tome_and_principe,Sao Tome and Principe,auto_initialized,NA,NA
world_football_elo,Sark,sark,Sark,auto_initialized,NA,NA
world_football_elo,Saudi Arabia,saudi_arabia,Saudi Arabia,auto_initialized,NA,NA
world_football_elo,Saugeais,saugeais,Saugeais,auto_initialized,NA,NA
world_football_elo,Scotland,scotland,Scotland,auto_initialized,NA,NA
world_football_elo,Sealand,sealand,Sealand,auto_initialized,NA,NA
world_football_elo,Seborga,seborga,Seborga,auto_initialized,NA,NA
world_football_elo,Senegal,senegal,Senegal,auto_initialized,NA,NA
world_football_elo,Serbia,serbia,Serbia,auto_initialized,NA,NA
world_football_elo,Seychelles,seychelles,Seychelles,auto_initialized,NA,NA
world_football_elo,Shetland,shetland,Shetland,auto_initialized,NA,NA
world_football_elo,Sierra Leone,sierra_leone,Sierra Leone,auto_initialized,NA,NA
world_football_elo,Silesia,silesia,Silesia,auto_initialized,NA,NA
world_football_elo,Singapore,singapore,Singapore,auto_initialized,NA,NA
world_football_elo,Sint Eustatius,sint_eustatius,Sint Eustatius,auto_initialized,NA,NA
world_football_elo,Sint Maarten,sint_maarten,Sint Maarten,auto_initialized,NA,NA
world_football_elo,Slovakia,slovakia,Slovakia,auto_initialized,NA,NA
world_football_elo,Slovenia,slovenia,Slovenia,auto_initialized,NA,NA
world_football_elo,Solomon Islands,solomon_islands,Solomon Islands,auto_initialized,NA,NA
world_football_elo,Somalia,somalia,Somalia,auto_initialized,NA,NA
world_football_elo,Somaliland,somaliland,Somaliland,auto_initialized,NA,NA
world_football_elo,South Africa,south_africa,South Africa,auto_initialized,NA,NA
world_football_elo,South Korea,south_korea,South Korea,auto_initialized,NA,NA
world_football_elo,South Ossetia,south_ossetia,South Ossetia,auto_initialized,NA,NA
world_football_elo,South Sudan,south_sudan,South Sudan,auto_initialized,NA,NA
world_football_elo,South Yemen,south_yemen,South Yemen,mapped_to_elo:Yemen,Yemen,yemen
world_football_elo,Spain,spain,Spain,auto_initialized,NA,NA
world_football_elo,Sri Lanka,sri_lanka,Sri Lanka,auto_initialized,NA,NA
world_football_elo,Sudan,sudan,Sudan,auto_initialized,NA,NA
world_football_elo,Suriname,suriname,Suriname,auto_initialized,NA,NA
world_football_elo,Surrey,surrey,Surrey,auto_initialized,NA,NA
world_football_elo,Sweden,sweden,Sweden,auto_initialized,NA,NA
world_football_elo,Switzerland,switzerland,Switzerland,auto_initialized,NA,NA
world_football_elo,Syria,syria,Syria,auto_initialized,NA,NA
world_football_elo,Székely Land,sz_kely_land,Székely Land,auto_initialized,NA,NA
world_football_elo,Tahiti,tahiti,Tahiti,auto_initialized,NA,NA
world_football_elo,Taiwan,taiwan,Taiwan,auto_initialized,NA,NA
world_football_elo,Tajikistan,tajikistan,Tajikistan,auto_initialized,NA,NA
world_football_elo,Tamil Eelam,tamil_eelam,Tamil Eelam,auto_initialized,NA,NA
world_football_elo,Tanzania,tanzania,Tanzania,auto_initialized,NA,NA
world_football_elo,Thailand,thailand,Thailand,auto_initialized,NA,NA
world_football_elo,Tibet,tibet,Tibet,auto_initialized,NA,NA
world_football_elo,Ticino,ticino,Ticino,auto_initialized,NA,NA
world_football_elo,Timor-Leste,timor_leste,Timor-Leste,mapped_to_elo:East Timor,East Timor,east_timor
world_football_elo,Togo,togo,Togo,auto_initialized,NA,NA
world_football_elo,Tonga,tonga,Tonga,auto_initialized,NA,NA
world_football_elo,Trinidad and Tobago,trinidad_and_tobago,Trinidad and Tobago,auto_initialized,NA,NA
world_football_elo,Tunisia,tunisia,Tunisia,auto_initialized,NA,NA
world_football_elo,Turkey,turkey,Turkey,auto_initialized,NA,NA
world_football_elo,Turkmenistan,turkmenistan,Turkmenistan,auto_initialized,NA,NA
world_football_elo,Turks and Caicos Islands,turks_and_caicos_islands,Turks and Caicos Islands,auto_initialized,NA,NA
world_football_elo,Tuvalu,tuvalu,Tuvalu,auto_initialized,NA,NA
world_football_elo,Two Sicilies,two_sicilies,Two Sicilies,auto_initialized,NA,NA
world_football_elo,Uganda,uganda,Uganda,auto_initialized,NA,NA
world_football_elo,Ukraine,ukraine,Ukraine,auto_initialized,NA,NA
world_football_elo,United Arab Emirates,united_arab_emirates,United Arab Emirates,auto_initialized,NA,NA
world_football_elo,United Koreans in Japan,united_koreans_in_japan,United Koreans in Japan,auto_initialized,NA,NA
world_football_elo,United States,united_states,United States,auto_initialized,NA,NA
world_football_elo,United States Virgin Islands,united_states_virgin_islands,United States Virgin Islands,auto_initialized,NA,NA
world_football_elo,Uruguay,uruguay,Uruguay,auto_initialized,NA,NA
world_football_elo,US Virgin Islands,us_virgin_islands,US Virgin Islands,auto_initialized,NA,NA
world_football_elo,Uzbekistan,uzbekistan,Uzbekistan,auto_initialized,NA,NA
world_football_elo,Vanuatu,vanuatu,Vanuatu,auto_initialized,NA,NA
world_football_elo,Vatican,vatican,Vatican,auto_initialized,NA,NA
world_football_elo,Vatican City,vatican_city,Vatican City,auto_initialized,NA,NA
world_football_elo,Venezuela,venezuela,Venezuela,auto_initialized,NA,NA
world_football_elo,Vietnam,vietnam,Vietnam,auto_initialized,NA,NA
world_football_elo,Vietnam Republic,vietnam_republic,Vietnam Republic,mapped_to_elo:Vietnam,Vietnam,vietnam
world_football_elo,Wales,wales,Wales,auto_initialized,NA,NA
world_football_elo,Wallis and Futuna,wallis_and_futuna,Wallis and Futuna,auto_initialized,NA,NA
world_football_elo,Wallis Islands and Futuna,wallis_islands_and_futuna,Wallis Islands and Futuna,auto_initialized,NA,NA
world_football_elo,West Papua,west_papua,West Papua,auto_initialized,NA,NA
world_football_elo,Western Armenia,western_armenia,Western Armenia,auto_initialized,NA,NA
world_football_elo,Western Australia,western_australia,Western Australia,auto_initialized,NA,NA
world_football_elo,Western Isles,western_isles,Western Isles,auto_initialized,NA,NA
world_football_elo,Western Sahara,western_sahara,Western Sahara,auto_initialized,NA,NA
world_football_elo,Yemen,yemen,Yemen,auto_initialized,NA,NA
world_football_elo,Yemen DPR,yemen_dpr,Yemen DPR,mapped_to_elo:Yemen,Yemen,yemen
world_football_elo,Ynys Môn,ynys_m_n,Ynys Môn,auto_initialized,NA,NA
world_football_elo,Yorkshire,yorkshire,Yorkshire,auto_initialized,NA,NA
world_football_elo,Yoruba Nation,yoruba_nation,Yoruba Nation,auto_initialized,NA,NA
world_football_elo,Yugoslavia,yugoslavia,Yugoslavia,mapped_to_elo:Serbia,Serbia,serbia
world_football_elo,Zambia,zambia,Zambia,auto_initialized,NA,NA
world_football_elo,Zanzibar,zanzibar,Zanzibar,auto_initialized,NA,NA
world_football_elo,Zimbabwe,zimbabwe,Zimbabwe,auto_initialized,NA,NA
